Benchmark,Variant,Method,Cost
Queens,_NoSlowdown,Queens.placeQueen,9.21%
Queens,_NoSlowdown,Interpreter,3.97%
Queens,_NoSlowdown,Queens.setRowColumn,2.50%
Queens,_NoSlowdown,I2C/C2I,1.39%
Sieve,_Slowdown,Sieve.sieve,49.79%
Sieve,_Slowdown,java.util.Arrays.fill,4.51%
Sieve,_Slowdown,Interpreter,2.02%
Sieve,_Slowdown,I2C/C2I,0.69%
Sieve,_Slowdown,Sieve.benchmark,0.58%
Sieve,_NoSlowdown,Sieve.sieve,38.09%
Sieve,_NoSlowdown,java.util.Arrays.fill,4.73%
Sieve,_NoSlowdown,Interpreter,2.90%
Sieve,_NoSlowdown,I2C/C2I,1.09%
Sieve,_NoSlowdown,Sieve.benchmark,0.86%
Storage,_Slowdown,java.util.Arrays.setAll,29.84%
Storage,_Slowdown,Storage.buildTreeDepth,29.58%
Storage,_Slowdown,jdk.internal.misc.Unsafe.allocateInstance,2.58%
Storage,_Slowdown,Interpreter,1.56%
Storage,_Slowdown,som.Random.next,1.14%
Storage,_NoSlowdown,Storage.buildTreeDepth,20.35%
Storage,_NoSlowdown,java.util.Arrays.setAll,13.68%
Storage,_NoSlowdown,Interpreter,3.30%
Storage,_NoSlowdown,som.Random.next,1.61%
Storage,_NoSlowdown,I2C/C2I,1.31%
Towers,_Slowdown,Towers.moveDisks,46.09%
Towers,_Slowdown,Towers.pushDisk,27.40%
Towers,_Slowdown,Towers.popDiskFrom,6.18%
Towers,_Slowdown,Towers$TowersDisk.getSize,2.64%
Towers,_Slowdown,Towers.moveTopDisk,1.08%
Towers,_NoSlowdown,Towers.popDiskFrom,9.03%
Towers,_NoSlowdown,Towers$TowersDisk.getSize,8.65%
Towers,_NoSlowdown,Towers.pushDisk,8.02%
Towers,_NoSlowdown,Towers.moveDisks,5.52%
Towers,_NoSlowdown,Towers$TowersDisk.setNext,4.29%
